@cycle_counter=0 	HTRANS=IDLE 	HBURST=SINGLE 	HSIZE=Byte 	burst_length=x 	HWRITE=x 	HADDR=xxxxxxxx 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=x 	HRESP=OKAY 	data=xxxxxxxxxxxxxxxx 	data_buffer=xxxxxxxxxxxxxxxx 	@local_cycle_counter=0 
@cycle_counter=139 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Doubleword 	burst_length=16 	HWRITE=0 	HADDR=00000030 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=2b2a292827262524 	HREADY=1 	HRESP=OKAY 	data=3736353433323130 	data_buffer=2f2e2d2c2b2a2928 	@local_cycle_counter=7 
@cycle_counter=140 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Doubleword 	burst_length=16 	HWRITE=0 	HADDR=00000038 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=34333231302f2e2d 	HREADY=1 	HRESP=OKAY 	data=3f3e3d3c3b3a3938 	data_buffer=3736353433323130 	@local_cycle_counter=8 
@cycle_counter=141 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Doubleword 	burst_length=16 	HWRITE=0 	HADDR=00000040 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=3d3c3b3a39383736 	HREADY=1 	HRESP=OKAY 	data=4746454443424140 	data_buffer=3f3e3d3c3b3a3938 	@local_cycle_counter=9 
@cycle_counter=142 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Doubleword 	burst_length=16 	HWRITE=0 	HADDR=00000048 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=464544434241403f 	HREADY=1 	HRESP=OKAY 	data=4f4e4d4c4b4a4948 	data_buffer=4746454443424140 	@local_cycle_counter=10 
@cycle_counter=143 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Doubleword 	burst_length=16 	HWRITE=0 	HADDR=00000050 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=4f4e4d4c4b4a4948 	HREADY=1 	HRESP=OKAY 	data=5756555453525150 	data_buffer=4f4e4d4c4b4a4948 	@local_cycle_counter=11 
@cycle_counter=144 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Doubleword 	burst_length=16 	HWRITE=0 	HADDR=00000058 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=5857565554535251 	HREADY=1 	HRESP=OKAY 	data=5f5e5d5c5b5a5958 	data_buffer=5756555453525150 	@local_cycle_counter=12 
@cycle_counter=145 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Doubleword 	burst_length=16 	HWRITE=0 	HADDR=00000060 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=61605f5e5d5c5b5a 	HREADY=1 	HRESP=OKAY 	data=6766656463626160 	data_buffer=5f5e5d5c5b5a5958 	@local_cycle_counter=13 
@cycle_counter=146 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Doubleword 	burst_length=16 	HWRITE=0 	HADDR=00000068 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=6a69686766656463 	HREADY=1 	HRESP=OKAY 	data=6f6e6d6c6b6a6968 	data_buffer=6766656463626160 	@local_cycle_counter=14 
@cycle_counter=147 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Doubleword 	burst_length=16 	HWRITE=0 	HADDR=00000070 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=737271706f6e6d6c 	HREADY=1 	HRESP=OKAY 	data=7776757473727170 	data_buffer=6f6e6d6c6b6a6968 	@local_cycle_counter=15 
@cycle_counter=148 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Doubleword 	burst_length=16 	HWRITE=0 	HADDR=00000078 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=7c7b7a7978777675 	HREADY=1 	HRESP=OKAY 	data=7f7e7d7c7b7a7978 	data_buffer=7776757473727170 	@local_cycle_counter=0 

@cycle_counter=149 	HTRANS=NONSEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=0 	HADDR=00000000 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=8584838281807f7e 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx03020100 	data_buffer=7f7e7d7c7b7a7978 	@local_cycle_counter=1 
@cycle_counter=150 	HTRANS=BUSY 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=0 	HADDR=00000004 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx8a898887 	HREADY=1 	HRESP=OKAY 	data=0f0e0d0cxxxxxxxx 	data_buffer=xxxxxxxx03020100 	@local_cycle_counter=2 
@cycle_counter=151 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=0 	HADDR=00000004 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=0f0e0d0cxxxxxxxx 	data_buffer=xxxxxxxx03020100 	@local_cycle_counter=2 
@cycle_counter=152 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=0 	HADDR=00000008 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=07060504xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx13121110 	data_buffer=0f0e0d0cxxxxxxxx 	@local_cycle_counter=3 
@cycle_counter=153 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=0 	HADDR=0000000c 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx0c0b0a09 	HREADY=1 	HRESP=OKAY 	data=1f1e1d1cxxxxxxxx 	data_buffer=xxxxxxxx13121110 	@local_cycle_counter=4 
@cycle_counter=154 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=0 	HADDR=00000010 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=19181716xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx23222120 	data_buffer=1f1e1d1cxxxxxxxx 	@local_cycle_counter=5 
@cycle_counter=155 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=0 	HADDR=00000014 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx1e1d1c1b 	HREADY=1 	HRESP=OKAY 	data=2f2e2d2cxxxxxxxx 	data_buffer=xxxxxxxx23222120 	@local_cycle_counter=6 
@cycle_counter=156 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=0 	HADDR=00000018 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=2b2a2928xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx33323130 	data_buffer=2f2e2d2cxxxxxxxx 	@local_cycle_counter=7 
@cycle_counter=157 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=0 	HADDR=0000001c 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx302f2e2d 	HREADY=1 	HRESP=OKAY 	data=3f3e3d3cxxxxxxxx 	data_buffer=xxxxxxxx33323130 	@local_cycle_counter=8 
@cycle_counter=158 	HTRANS=BUSY 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=0 	HADDR=00000020 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=3d3c3b3axxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx43424140 	data_buffer=3f3e3d3cxxxxxxxx 	@local_cycle_counter=9 
@cycle_counter=159 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=0 	HADDR=00000020 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx43424140 	data_buffer=3f3e3d3cxxxxxxxx 	@local_cycle_counter=9 
@cycle_counter=160 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=0 	HADDR=00000024 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx4241403f 	HREADY=1 	HRESP=OKAY 	data=4f4e4d4cxxxxxxxx 	data_buffer=xxxxxxxx43424140 	@local_cycle_counter=10 
@cycle_counter=161 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=0 	HADDR=00000028 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=4f4e4d4cxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx53525150 	data_buffer=4f4e4d4cxxxxxxxx 	@local_cycle_counter=11 
@cycle_counter=162 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=0 	HADDR=0000002c 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx54535251 	HREADY=1 	HRESP=OKAY 	data=5f5e5d5cxxxxxxxx 	data_buffer=xxxxxxxx53525150 	@local_cycle_counter=12 
@cycle_counter=163 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=0 	HADDR=00000030 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=61605f5exxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx63626160 	data_buffer=5f5e5d5cxxxxxxxx 	@local_cycle_counter=13 
@cycle_counter=164 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=0 	HADDR=00000034 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx66656463 	HREADY=1 	HRESP=OKAY 	data=6f6e6d6cxxxxxxxx 	data_buffer=xxxxxxxx63626160 	@local_cycle_counter=14 
@cycle_counter=165 	HTRANS=BUSY 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=0 	HADDR=00000038 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=73727170xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx73727170 	data_buffer=6f6e6d6cxxxxxxxx 	@local_cycle_counter=15 
@cycle_counter=166 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=0 	HADDR=00000038 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx73727170 	data_buffer=6f6e6d6cxxxxxxxx 	@local_cycle_counter=15 
@cycle_counter=167 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=0 	HADDR=0000003c 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx78777675 	HREADY=1 	HRESP=OKAY 	data=7f7e7d7cxxxxxxxx 	data_buffer=xxxxxxxx73727170 	@local_cycle_counter=16 
@cycle_counter=168 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=0 	HADDR=00000040 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=85848382xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx83828180 	data_buffer=7f7e7d7cxxxxxxxx 	@local_cycle_counter=17 
@cycle_counter=169 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=0 	HADDR=00000044 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx8a898887 	HREADY=1 	HRESP=OKAY 	data=8f8e8d8cxxxxxxxx 	data_buffer=xxxxxxxx83828180 	@local_cycle_counter=18 
@cycle_counter=170 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=0 	HADDR=00000048 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=97969594xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx93929190 	data_buffer=8f8e8d8cxxxxxxxx 	@local_cycle_counter=19 
@cycle_counter=171 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=0 	HADDR=0000004c 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx9c9b9a99 	HREADY=1 	HRESP=OKAY 	data=9f9e9d9cxxxxxxxx 	data_buffer=xxxxxxxx93929190 	@local_cycle_counter=20 
@cycle_counter=172 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=0 	HADDR=00000050 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=a9a8a7a6xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxa3a2a1a0 	data_buffer=9f9e9d9cxxxxxxxx 	@local_cycle_counter=21 
@cycle_counter=173 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=22 	HWRITE=0 	HADDR=00000054 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxaeadacab 	HREADY=1 	HRESP=OKAY 	data=afaeadacxxxxxxxx 	data_buffer=xxxxxxxxa3a2a1a0 	@local_cycle_counter=0 

@cycle_counter=174 	HTRANS=NONSEQ 	HBURST=INCR4 	HSIZE=Word 	burst_length=4 	HWRITE=0 	HADDR=00000000 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=bbbab9b8xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx03020100 	data_buffer=afaeadacxxxxxxxx 	@local_cycle_counter=1 
@cycle_counter=175 	HTRANS=SEQ 	HBURST=INCR4 	HSIZE=Word 	burst_length=4 	HWRITE=0 	HADDR=00000004 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxc0bfbebd 	HREADY=1 	HRESP=OKAY 	data=0f0e0d0cxxxxxxxx 	data_buffer=xxxxxxxx03020100 	@local_cycle_counter=2 
@cycle_counter=176 	HTRANS=SEQ 	HBURST=INCR4 	HSIZE=Word 	burst_length=4 	HWRITE=0 	HADDR=00000008 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=07060504xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx13121110 	data_buffer=0f0e0d0cxxxxxxxx 	@local_cycle_counter=3 
@cycle_counter=177 	HTRANS=SEQ 	HBURST=INCR4 	HSIZE=Word 	burst_length=4 	HWRITE=0 	HADDR=0000000c 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx0c0b0a09 	HREADY=1 	HRESP=OKAY 	data=1f1e1d1cxxxxxxxx 	data_buffer=xxxxxxxx13121110 	@local_cycle_counter=0 

@cycle_counter=178 	HTRANS=NONSEQ 	HBURST=INCR4 	HSIZE=Doubleword 	burst_length=4 	HWRITE=0 	HADDR=00000002 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=19181716xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=070605040302xxxx 	data_buffer=1f1e1d1cxxxxxxxx 	@local_cycle_counter=1 
@cycle_counter=179 	HTRANS=SEQ 	HBURST=INCR4 	HSIZE=Doubleword 	burst_length=4 	HWRITE=0 	HADDR=00000008 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=2221201f1e1dxxxx 	HREADY=1 	HRESP=OKAY 	data=0f0e0d0c0b0a0908 	data_buffer=070605040302xxxx 	@local_cycle_counter=2 
@cycle_counter=180 	HTRANS=SEQ 	HBURST=INCR4 	HSIZE=Doubleword 	burst_length=4 	HWRITE=0 	HADDR=00000010 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=0706050403020100 	HREADY=1 	HRESP=OKAY 	data=1716151413121110 	data_buffer=0f0e0d0c0b0a0908 	@local_cycle_counter=3 
@cycle_counter=181 	HTRANS=SEQ 	HBURST=INCR4 	HSIZE=Doubleword 	burst_length=4 	HWRITE=0 	HADDR=00000018 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=100f0e0d0c0b0a09 	HREADY=1 	HRESP=OKAY 	data=1f1e1d1c1b1a1918 	data_buffer=1716151413121110 	@local_cycle_counter=0 

@cycle_counter=182 	HTRANS=NONSEQ 	HBURST=INCR8 	HSIZE=Doubleword 	burst_length=8 	HWRITE=0 	HADDR=00000008 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=1918171615141312 	HREADY=1 	HRESP=OKAY 	data=0706050403020100 	data_buffer=1f1e1d1c1b1a1918 	@local_cycle_counter=1 
@cycle_counter=183 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Doubleword 	burst_length=8 	HWRITE=0 	HADDR=00000010 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=2221201f1e1d1c1b 	HREADY=1 	HRESP=OKAY 	data=0f0e0d0c0b0a0908 	data_buffer=0706050403020100 	@local_cycle_counter=2 
@cycle_counter=184 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Doubleword 	burst_length=8 	HWRITE=0 	HADDR=00000018 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=0706050403020100 	HREADY=1 	HRESP=OKAY 	data=1716151413121110 	data_buffer=0f0e0d0c0b0a0908 	@local_cycle_counter=3 
@cycle_counter=185 	HTRANS=BUSY 	HBURST=INCR8 	HSIZE=Doubleword 	burst_length=8 	HWRITE=0 	HADDR=00000020 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=100f0e0d0c0b0a09 	HREADY=1 	HRESP=OKAY 	data=1f1e1d1c1b1a1918 	data_buffer=1716151413121110 	@local_cycle_counter=4 
@cycle_counter=186 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Doubleword 	burst_length=8 	HWRITE=0 	HADDR=00000020 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=1f1e1d1c1b1a1918 	data_buffer=1716151413121110 	@local_cycle_counter=4 
@cycle_counter=187 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Doubleword 	burst_length=8 	HWRITE=0 	HADDR=00000028 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=1918171615141312 	HREADY=1 	HRESP=OKAY 	data=2726252423222120 	data_buffer=1f1e1d1c1b1a1918 	@local_cycle_counter=5 
@cycle_counter=188 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Doubleword 	burst_length=8 	HWRITE=0 	HADDR=00000030 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=2221201f1e1d1c1b 	HREADY=1 	HRESP=OKAY 	data=2f2e2d2c2b2a2928 	data_buffer=2726252423222120 	@local_cycle_counter=6 
@cycle_counter=189 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Doubleword 	burst_length=8 	HWRITE=0 	HADDR=00000038 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=2b2a292827262524 	HREADY=1 	HRESP=OKAY 	data=3736353433323130 	data_buffer=2f2e2d2c2b2a2928 	@local_cycle_counter=7 
@cycle_counter=190 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Doubleword 	burst_length=8 	HWRITE=0 	HADDR=00000040 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=34333231302f2e2d 	HREADY=1 	HRESP=OKAY 	data=3f3e3d3c3b3a3938 	data_buffer=3736353433323130 	@local_cycle_counter=0 

@cycle_counter=191 	HTRANS=NONSEQ 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=00000009 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=3d3c3b3a39383736 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx030201xx 	data_buffer=3f3e3d3c3b3a3938 	@local_cycle_counter=1 
@cycle_counter=192 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=0000000c 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx424140xx 	HREADY=1 	HRESP=OKAY 	data=0f0e0d0cxxxxxxxx 	data_buffer=xxxxxxxx030201xx 	@local_cycle_counter=2 
@cycle_counter=193 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=00000010 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=07060504xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx13121110 	data_buffer=0f0e0d0cxxxxxxxx 	@local_cycle_counter=3 
@cycle_counter=194 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=00000014 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx0c0b0a09 	HREADY=1 	HRESP=OKAY 	data=1f1e1d1cxxxxxxxx 	data_buffer=xxxxxxxx13121110 	@local_cycle_counter=4 
@cycle_counter=195 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=00000018 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=19181716xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx23222120 	data_buffer=1f1e1d1cxxxxxxxx 	@local_cycle_counter=5 
@cycle_counter=196 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=0000001c 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx1e1d1c1b 	HREADY=1 	HRESP=OKAY 	data=2f2e2d2cxxxxxxxx 	data_buffer=xxxxxxxx23222120 	@local_cycle_counter=6 
@cycle_counter=197 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=00000020 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=2b2a2928xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx33323130 	data_buffer=2f2e2d2cxxxxxxxx 	@local_cycle_counter=7 
@cycle_counter=198 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=00000024 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx302f2e2d 	HREADY=1 	HRESP=OKAY 	data=3f3e3d3cxxxxxxxx 	data_buffer=xxxxxxxx33323130 	@local_cycle_counter=8 
@cycle_counter=199 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=00000028 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=3d3c3b3axxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx43424140 	data_buffer=3f3e3d3cxxxxxxxx 	@local_cycle_counter=9 
@cycle_counter=200 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=0000002c 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx4241403f 	HREADY=1 	HRESP=OKAY 	data=4f4e4d4cxxxxxxxx 	data_buffer=xxxxxxxx43424140 	@local_cycle_counter=10 
@cycle_counter=201 	HTRANS=BUSY 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=00000030 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=4f4e4d4cxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx53525150 	data_buffer=4f4e4d4cxxxxxxxx 	@local_cycle_counter=11 
@cycle_counter=202 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=00000030 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx53525150 	data_buffer=4f4e4d4cxxxxxxxx 	@local_cycle_counter=11 
@cycle_counter=203 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=00000034 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx54535251 	HREADY=1 	HRESP=OKAY 	data=5f5e5d5cxxxxxxxx 	data_buffer=xxxxxxxx53525150 	@local_cycle_counter=12 
@cycle_counter=204 	HTRANS=BUSY 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=00000038 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=61605f5exxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx63626160 	data_buffer=5f5e5d5cxxxxxxxx 	@local_cycle_counter=13 
@cycle_counter=205 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=00000038 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx63626160 	data_buffer=5f5e5d5cxxxxxxxx 	@local_cycle_counter=13 
@cycle_counter=206 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=0000003c 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx66656463 	HREADY=1 	HRESP=OKAY 	data=6f6e6d6cxxxxxxxx 	data_buffer=xxxxxxxx63626160 	@local_cycle_counter=14 
@cycle_counter=207 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=00000040 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=73727170xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx73727170 	data_buffer=6f6e6d6cxxxxxxxx 	@local_cycle_counter=15 
@cycle_counter=208 	HTRANS=SEQ 	HBURST=INCR16 	HSIZE=Word 	burst_length=16 	HWRITE=0 	HADDR=00000044 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx78777675 	HREADY=1 	HRESP=OKAY 	data=7f7e7d7cxxxxxxxx 	data_buffer=xxxxxxxx73727170 	@local_cycle_counter=0 

@cycle_counter=209 	HTRANS=NONSEQ 	HBURST=INCR4 	HSIZE=Byte 	burst_length=4 	HWRITE=1 	HADDR=0000000a 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=85848382xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxx02xxxx 	data_buffer=7f7e7d7cxxxxxxxx 	@local_cycle_counter=1 
@cycle_counter=210 	HTRANS=SEQ 	HBURST=INCR4 	HSIZE=Byte 	burst_length=4 	HWRITE=1 	HADDR=0000000b 	HWDATA=xxxxxxxxxx02xxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx0bxxxxxx 	data_buffer=xxxxxxxxxx02xxxx 	@local_cycle_counter=2 
@cycle_counter=211 	HTRANS=SEQ 	HBURST=INCR4 	HSIZE=Byte 	burst_length=4 	HWRITE=1 	HADDR=0000000c 	HWDATA=xxxxxxxx0bxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxx14xxxxxxxx 	data_buffer=xxxxxxxx0bxxxxxx 	@local_cycle_counter=3 
@cycle_counter=212 	HTRANS=SEQ 	HBURST=INCR4 	HSIZE=Byte 	burst_length=4 	HWRITE=1 	HADDR=0000000d 	HWDATA=xxxxxx14xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxx1dxxxxxxxxxx 	data_buffer=xxxxxx14xxxxxxxx 	@local_cycle_counter=0 

